soz_id,sozum,atara,anlami,anahtar,turu2,gosterim_tarihi
11180,soğukkanlı olmak, soğukkanlı olmak soğukkanlı,"kolayca, öfke, telaş ve heyecana kapılmamak:<i> 'Önce ince manevralar denedi ama soğukkanlı olamadığı için göze çarpıyordu.' -</i>R. Mağden.",soğukkanlı,Deyim,
11181,sokağa atmak, sokağa atmak sokak,"1) birini düşkün, yoksul kalacak biçimde evden, iş yerinden uzaklaştırmak veya kovmak:<i> 'İnsanı kolundan tutup sokağa atmazlar.' -</i>Halikarnas Balıkçısı. 2) para, eşya vb.ni boş yere harcamak.",sokak,Deyim,
11182,sokağa çıkmak, sokağa çıkmak sokak,gezmek veya bir iş görmek için evden çıkmak.,sokak,Deyim,
11183,sokağa dökülmek, sokağa dökülmek sokak,"1) herhangi bir sebeple dışarı çıkmak:<i> 'Her zaman, saat on bir buçuk dedi mi kadın erkek, kol kola sokağa dökülürlerdi.' -</i>P. Safa. 2) gösteri, protesto gibi amaçlarla insanlar sokaklara, meydanlara inmek.",sokak,Deyim,
11184,sokağa (sokaklara) düşmek, sokağa sokaklara düşmek sokak,"1) kadın kötü yola saparak orta malı olmak; 2) bir şey çoğalıp değerini yitirmek; 3) sükûneti, huzuru evin dışında aramak:<i> 'Babamın iğneli bakışlarından kurtulmak için o uyurken sokaklara düşerdim.' -</i>O. Kemal.",sokak,Deyim,
11185,sokaklara dökülmek, sokaklara dökülmek sokak,kalabalık hâlde sokakta olmak.,sokak,Deyim,
11186,sokakta kalmak, sokakta kalmak sokak,"sığınacak yeri olmamak, bakacak kimsesi bulunmamak:<i> 'Şimdi eski âdetler kalktı ama bu öksüzün kimseciği yok, sokakta kaldı.' -</i>R. N. Güntekin.",sokak,Deyim,
11187,sokma akıl sekiz adım gider, sokma akıl sekiz adım gider sokmak gitmek,"hep başkalarının verdiği akılla hareket eden kimse, bir yere kadar başarılı olur, daha sonra ne yapacağını bilemez.","sokmak, gitmek",Atasözü,
11188,sol eli beklemek, sol eli beklemek solI,"<i> şaka</i> yemeğe beklenilen birine, yemeğe başlandığını anlatmak için kullanılan bir söz:<i> Sol elimiz bekliyor, çabuk gelin.</i>",sol(I),Deyim,
11189,sol tarafından kalkmak, sol tarafından kalkmak solI,"1) aksiliği, huysuzluğu, tersliği üzerinde olmak; 2) işleri ters gitmek, iyi gününde olmamak.",sol(I),Deyim,
11190,sol yapmak, sol yapmak solI,"direksiyonu sola doğru çevirmek, sola yöneltmek.",sol(I),Deyim,
11191,sola kaymak, sola kaymak solI,siyasette ve ekonomide sol eğilimli olmak.,sol(I),Deyim,
11192,solda sıfır kalmak, solda sıfır kalmak solda sıfır,"1) anlamı olmamak, değersiz olmak:<i> 'Benim hâlim memleketin düştüğü hâlin yanında solda sıfır kalır.' -</i>A. Kulin. 2) sönük kalmak.",solda sıfır,Deyim,
11193,solo yapmak, solo yapmak solo,"müzik parçası bir kişi tarafından söylenmek veya çalınmak:<i> 'Saksafoncu, saksafonun borusunu havalara kaldırarak sololar yapıyordu.' -</i>Ç. Altan.",solo,Deyim,
11194,solucan gibi, solucan gibi solucan,solgun ve zayıf (kimse):<i> 'Solucan gibi cılız ve pis bir çocukmuş.' -</i>R. N. Güntekin.,solucan,Deyim,
11195,soluğan etmek, soluğan etmek soluğan,soluk soluğa bırakmak.,soluğan,Deyim,
11196,soluğu (bir yerde) almak, soluğu bir yerde almak solukI,bir yere hemen gitmek veya sığınmak:<i> 'Balığı sırtlayınca soluğu ninesinin kulübesinde aldı.' -</i>Halikarnas Balıkçısı.,soluk(I),Deyim,
11197,soluğu kesilmek (tutulmak), soluğu kesilmek tutulmak solukI,1) soluk almaz duruma gelmek; 2)<i> mec.</i> aşırı heyecanlanmak; 3)<i> mec.</i> gücü tükenmek.,soluk(I),Deyim,
11198,soluğunu kesmek, soluğunu kesmek solukI,"bir şey çok heyecan veya korku vermek:<i> 'Adımı Türk Yurdu dergisinin kalın, kırmızı kapağında gördüğüm zaman sevinç soluğumu kesmişti.' -</i>Y. Z. Ortaç.",soluk(I),Deyim,
11199,soluk aldırmamak, soluk aldırmamak solukI,"ara vermeden çalıştırmak, vakit bırakmamak.",soluk(I),Deyim,
11200,soluk almak, soluk almak solukI,"1) havayı ciğerlere çekmek, nefes almak:<i> 'Caddeye çıkınca derin soluk alıyorduk.' -</i>A. Kutlu. 2) dinlenmek:<i> 'Hem biraz soluk alırım hem de adamcağızın gönlünü almış olurum.' -</i>S. M. Alus.",soluk(I),Deyim,
11201,soluk soluğa kalmak, soluk soluğa kalmak solukI,"nefes alamayacak duruma gelmek, çok yorulmak:<i> 'Çıkrıkçılar yokuşunu bir sincap çevikliğiyle tırmanır ve yokuşun üst başında soluk soluğa kalırdı.' -</i>Y. K. Karaosmanoğlu.",soluk(I),Deyim,
11202,son bulmak, son bulmak son,"bitmek, tükenmek:<i> 'Dallar uçlara doğru gittikçe inceliyor, gecenin karanlığına karışarak son buluyordu.' -</i>N. Cumalı.",son,Deyim,
11203,son gelmemek, son gelmemek son,"sınır tanımamak, haddi hesabı olmamak:<i> 'Salime kadının damadından bahsederken onu övmelerine son gelmezdi.' -</i>H. Z. Uşaklıgil.",son,Deyim,
11204,son kozunu (kartını) oynamak, son kozunu kartını oynamak son,"elinde bulunan son imkânı kullanmak:<i> 'İlk uzunçaların hazırlıkları başladığında, her ikisi de son kartlarını oynadıklarını biliyordu.' -</i>M. Mungan.",son,Deyim,
11205,son nefesini vermek, son nefesini vermek son nefes,"ölmek:<i> 'Adam, iskelenin üstüne yığılmış, son nefesini verirken biçarenin şapkasını aşırmışlar.' -</i>B. R. Eyuboğlu.",son nefes,Deyim,
11206,son noktayı koymak, son noktayı koymak son,bir işte en son sözü söylemek.,son,Deyim,
11207,son pişmanlık fayda vermez (etmez), son pişmanlık fayda vermez etmez vermek etmek,iş işten geçtikten sonra pişman olmanın yararı yoktur.,"vermek, etmek",Atasözü,
11208,son vermek, son vermek son,"bitirmek, sona erdirmek:<i> 'Gevezeliklerine tam zamanında son vermişler.' -</i>N. Hikmet.",son,Deyim,
11209,son yolculuğa çıkmak, son yolculuğa çıkmak son yolculuk,ölmek.,son yolculuk,Deyim,
11210,son yolculuğa uğurlamak, son yolculuğa uğurlamak son yolculuk,birinin cenaze törenine katılmak.,son yolculuk,Deyim,
11211,sona ermek, sona ermek son,son bulmak:<i> 'Dağın patlatılması sona erince dolgu başlayacaktı.' -</i>A. Kulin.,son,Deyim,
11212,sona kalan dona kalır, sona kalan dona kalır kalmak,bir işte geç kalan istediği şeyi elde edemez.,kalmak,Atasözü,
11213,sondaj yapmak, sondaj yapmak sondaj,"1) sonda ile yoklamak, sondalamak; 2)<i> mec.</i> bir durum, bir düşünceyle ilgili olarak yoklama yapmak, araştırmak.",sondaj,Deyim,
11214,sonradan gelen devlet devlet değildir, sonradan gelen devlet devlet değildir gelmek,kişi yaşlandıktan sonra gelen zenginlik işe yaramaz.,gelmek,Atasözü,
11215,"sonradan görme, gâvurdan dönme", sonradan görme gâvurdan dönme görmek dönmek,sonradan görmeler fazla iyi niteliklere sahip değildir.,"görmek, dönmek",Atasözü,
11216,sonu gelmek, sonu gelmek son,"bitmek, tükenmek, yok olmak, ölmek.",son,Deyim,
11217,sonuç almak, sonuç almak sonuç,"1) bir işi bitirmek, sonuçlandırmak; 2) istenilen sonuca ulaşmak, verim almak:<i> Görüşmelerden sonuç alınamadı.</i>",sonuç,Deyim,
11218,sonuç çıkarmak, sonuç çıkarmak sonuç,1)<i> mat.</i> bir işlemi bitirip sonuca ulaşmak; 2) kesin bir karar veya görüşe varıp bunu bildirmek.,sonuç,Deyim,
11219,sonuç vermek, sonuç vermek sonuç,bir durumun sağlanmasına imkân sağlamak:<i> Çalışmaları sonuç vermedi.</i>,sonuç,Deyim,
11220,sonunu almak, sonunu almak son,1) bir işi bitirmek; 2) bir işin bittiğini görmek.,son,Deyim,
11221,sonunu getirememek, sonunu getirememek son,iyi başladığı bir işi başarıyla bitirememek.,son,Deyim,
11222,sopa atmak (çekmek), sopa atmak çekmek sopa,dövmek:<i> 'Şu budalaya bir sopa çekin de bir daha para kazanmadan gurbette kalmayı öğrensin.' -</i>Ö. Seyfettin.,sopa,Deyim,
11223,sopa yemek, sopa yemek sopa,"dövülmek, dayak yemek.",sopa,Deyim,
11224,sopanın altına yatırmak, sopanın altına yatırmak sopa,dövmek:<i> 'Topal iyice küplere binse de avradını sopanın altına yatırsaydı.' -</i>O. Kemal.,sopa,Deyim,
11225,sora sora Bağdat (Kâbe) bulunur, sora sora Bağdat Kâbe bulunur sormak bulunmak,insan sora sora çok uzak yerleri bile bulur.,"sormak, bulunmak",Atasözü,
11226,soran yanılmamış (yorulmamış), soran yanılmamış yorulmamış sormak yanılmak yorulmak,"bilmediği şeyi bir bilene soran, en zor işlerin bile üstesinden gelir; sormayan ise güçlükler içinde yuvarlanır gider.","sormak, yanılmak, yorulmak",Atasözü,
11227,sorgu suale çekmek, sorgu suale çekmek sorgu sual,sorguya çekmek.,sorgu sual,Deyim,
11228,sorguya çekmek, sorguya çekmek sorgu,bir suçla ilgili olarak soru sorup cevap istemek:<i> 'Hayalimde polislerin beni karakola sürüklediklerini ve sıkı bir sorguya çektiklerini görüyordum.' -</i>H. E. Adıvar.,sorgu,Deyim,
11229,"sorma kişinin aslını, sohbetinden bellidir", sorma kişinin aslını sohbetinden bellidir sormak asıl,"bir kişinin nasıl bir insan olduğu konuşmasından belli olur, soyunu sopunu öğrenmeye gerek yoktur.","sormak, asıl",Atasözü,
11230,"sorma! (sormayın!, sorma gitsin!)", sorma! sormayın! sorma gitsin! sormakI,"çokluk, aşırılık ve kötü bir durum anlatan bir söz:<i> Öyle bir sıcak ki sorma gitsin! Sorma başımıza gelenleri! O işi sorma, sarpa sardı!</i>",sormak(I),Deyim,
11231,sormak ayıp olmasın, sormak ayıp olmasın sormakI,sorulması teklifsizlik sayılan bir şeyi sormadan önce özür dilemek için kullanılan bir söz.,sormak(I),Deyim,
11232,sorması ayıp olmasın (sorması ayıp), sorması ayıp olmasın sorması ayıp sorma,sormak ayıp olmasın.,sorma,Deyim,
11233,sorti yapmak, sorti yapmak sorti,1) uçak bir noktadan kalkıp başka bir noktaya inmek; 2) uçak bir noktaya çeşitli nedenlerle inişe geçip yeniden yükselmek.,sorti,Deyim,
11234,sorumlu tutmak, sorumlu tutmak sorumlu,"sorumlu saymak, mesul olarak görmek:<i> 'Belki bu matbaanın işi ama dergiler elimize ulaşmazsa sizi sorumlu tutarız.' -</i>A. Ümit.",sorumlu,Deyim,
11235,sorumluluk almak, sorumluluk almak sorumluluk,sorumluluk yüklenmek.,sorumluluk,Deyim,
11236,sorumluluk düşmek, sorumluluk düşmek sorumluluk,"sorumlu sayılmak, sorumlu olarak görülmek:<i> 'Eskiciye düşen sorumluluk, tanıdık eşyaları sırtlayıp hiç tanımayanlara ulaştırmaktı.' -</i>E. Şafak.",sorumluluk,Deyim,
11237,sorun çıkarmak, sorun çıkarmak sorun,"üzüntü verecek veya içinden güç çıkılır bir durum yaratmak:<i> 'İskemlesinde sıkıntıyla kıpırdanarak iç geçirdiğini duydum, sorun çıkarmaya başladığımı düşünüyordu.' -</i>A. Ümit.",sorun,Deyim,
11238,soruşturma açmak, soruşturma açmak soruşturma,soruşturma yapmak.,soruşturma,Deyim,
11239,"soy asma, soyuna çeker", soy asma soyuna çeker çekmek,"temiz soydan gelen kişi, her durumuyla soyluluğunu gösterir.",çekmek,Atasözü,
11240,soya çekmek, soya çekmek soy,soyunun özelliklerini taşımak.,soy,Deyim,
11241,"soydur çeker, boktur kokar", soydur çeker boktur kokar çekmek kokmak,her insan veya yaratık az çok soyuna benzer.,"çekmek, kokmak",Atasözü,
11242,soyunup dökünmek, soyunup dökünmek soyunmak,sokak giysilerini çıkarıp ev içinde kullandığı rahat kılığını giymek.,soyunmak,Deyim,
11243,soyup soğana çevirmek, soyup soğana çevirmek soymak,"1) hiçbir şey bırakmamacasına soymak:<i> 'Şimdi bu herifi soyduk soğana çevirdik, değil mi?' -</i>A. Midhat. 2) hırsız bir yeri veya bir kişiyi adamakıllı soymak.",soymak,Deyim,
11244,söküp atmak, söküp atmak sökmek,"gözden çıkarmak, kıymak, feda etmek:<i> 'Kökü, ciğerimizin içini dolaşan bu filizi söküp atamıyoruz.' -</i>A. Ş. Hisar.",sökmek,Deyim,
11245,sövüp saymak, sövüp saymak sövmek,"aralıksız küfürler sıralamak, uzun uzadıya söverek yermek:<i> 'Bir akşam ciğerci söve saya kondusundan çıktı. Başını alıp gitti.' -</i>A. Kulin.",sövmek,Deyim,
11246,söylemediğini bırakmamak, söylemediğini bırakmamak söylemek,"bir kimse veya bir konu ile ilgili olarak söylenmemesi gereken şeyleri söylemek:<i> 'Bir vakitler aralarında su sızmayan hatun kişiler şimdi birbirlerini çekemiyorlar, birbirlerinin arkasından söylemediklerini bırakmıyorlardı.' -</i>H. Taner.",söylemek,Deyim,
11247,söylemesi ayıp, söylemesi ayıp söyleme,"utanılacak bir durumun açıklanması sırasında kullanılan bir söz:<i> 'O zamana kadar hamallık, boyacılık, müvezzilik ve söylemesi ayıp hırsızlık yapmıştı.' -</i>S. F. Abasıyanık.",söyleme,Deyim,
11248,söyleyenden dinleyen arif gerek, söyleyenden dinleyen arif gerek söylemek dinlemek,kapalı konuşan bir kişinin ne demek istediğini ancak o konudan haberdar olan kişi anlar.,"söylemek, dinlemek",Atasözü,
11249,"söyleyene bakma, söyletene bak", söyleyene bakma söyletene bak söylemek bakmak söyletmek,içinden geleni söyleyen bir kişinin sözlerine inanmak istediğimiz için bu sözleri ona Tanrı söyletiyor diye düşünürüz.,"söylemek, bakmak, söyletmek",Atasözü,
11250,(söz) abes kaçmak, söz abes kaçmak abes,uygun düşmemek.,abes,Deyim,
11251,söz açmak, söz açmak söz,"bir konu üzerine konuşmaya başlamak, laf açmak:<i> 'Mademki göndermişler, onlardan kısaca da olsa söz açmak boynumuzun borcu oldu.' -</i>N. Hikmet.",söz,Deyim,
11252,söz ağızdan çıkar, söz ağızdan çıkar çıkmak,"mert olan kişi, sözünde durur; verdiği sözü yerine getirir.",çıkmak,Atasözü,
11253,söz almak, söz almak söz,"1) konuşmak için toplantı başkanından izin almak, konuşmaya başlamak:<i> Toplantıda ilk olarak başkan söz aldı.</i> 2) birinin bir işi yapacağını kesin olarak bildirmesini sağlamak:<i> İşimin yapılacağı konusunda bakandan söz aldım.</i> 3) erkek tarafı oğullarıyla evlendirmek üzere kızın ailesinden olumlu cevap almak.",söz,Deyim,
11254,söz altında kalmamak, söz altında kalmamak söz,"1) bir kimsenin kendisine dokunan sözüne gereken cevabı vermek; 2) kendisini inciten, itham eden veya rahatsız bir duruma düşüren söze gereken karşılığı verip durumu düzeltmek:<i> 'Oğlunu savunmasını bilir, hiçbir sözün altında kalmazdı.' -</i>H. Topuz.",söz,Deyim,
11255,söz anlayan beri gelsin, söz anlayan beri gelsin söz,'hiçbiriniz laf anlamıyorsunuz' anlamında kullanılan bir söz.,söz,Deyim,
11256,söz aramızda, söz aramızda söz,laf aramızda.,söz,Deyim,
11257,söz atmak, söz atmak söz,"1) birine dokunacak bir sözü ortalığa söylermiş gibi söylemek, sözle takılmak, laf atmak:<i> 'Numaralar okunuyor, görüşüyoruz, gruplardan gruplara sözler atıyoruz, şakalar ediyoruz, ne hoş eğleniyoruz.' -</i>R. H. Karay. 2) birine sözle sarkıntılık etmek:<i> 'Sarhoşlar söz atıyor.' -</i>H. E. Adıvar.",söz,Deyim,
11258,söz ayağa düşmek, söz ayağa düşmek söz,"bir sorun, karışmaları gerekmeyen veya yetkisiz ve sorumsuz kimselerin görüş bildirdikleri duruma gelmek.",söz,Deyim,
11259,"söz bir, Allah bir", söz bir Allah bir söz,"verilen sözden dönülmeyeceğini anlatan bir söz:<i> 'Söz bir, Allah bir, seni ele vermem.' -</i>Y. K. Karaosmanoğlu.",söz,Deyim,
11260,söz birliği etmek, söz birliği etmek söz birliği,ağız birliği etmek:<i> 'Çocuklar sanki söz birliği etmişçesine ortadan yok olmuşlar.' -</i>H. Taner.,söz birliği,Deyim,
11261,söz çıkmak, söz çıkmak söz,ortalıkta bir söylenti dolaşmak.,söz,Deyim,
11262,"söz dediğin yaş deridir, nereye çekersen oraya gider", söz dediğin yaş deridir nereye çekersen oraya gider demek çekmek gitmek,bir sözü dinleyenler kimi zaman söyleyenin aklından geçirmediği bir anlamda anlayabilirler.,"demek, çekmek, gitmek",Atasözü,
11263,söz dinlemek (tutmak), söz dinlemek tutmak söz,"söylenen bir sözü, verilen bir öğüdü benimsemek, davranışlarını bunlara uydurmak.",söz,Deyim,
11264,söz düşürmek, söz düşürmek söz,konuşmayı belli bir konuya getirmek.,söz,Deyim,
11265,söz götürmek, söz götürmek söz,"1) doğruluğu ve gerçekliği tartışılabilir olmak; 2) dedikodu yapmak; 3) tahammül etmek, katlanmak.",söz,Deyim,
11266,söz götürmez, söz götürmez söz,"doğruluğu ve gerçekliği tartışılamayacak kadar açık olan, tersi savunulamayan.",söz,Deyim,
11267,söz gümüşse sükût altındır, söz gümüşse sükût altındır ,susmak bazen konuşmaktan daha iyi sonuç verir.,,Atasözü,
11268,söz işitmek, söz işitmek söz,laf işitmek.,söz,Deyim,
11269,söz kaldırmamak, söz kaldırmamak söz,onuruna dokunan söze dayanamayıp karşılık verir yaradılışta olmak.,söz,Deyim,
11270,söz kesmek, söz kesmek söz,"genellikle evlenmek için anlaşıp kesin karar vermek:<i> 'O evlenmek üzere söz kesmiş, işi pişirmiş.' -</i>H. R. Gürpınar.",söz,Deyim,
11271,söz konusu edilmek, söz konusu edilmek söz konusu,"sözü edilmek, konuşulmak.",söz konusu,Deyim,
11272,söz konusu olmak, söz konusu olmak söz konusu,"üzerinde konuşulmak, bahis konusu olmak, bahis mevzusu olmak.",söz konusu,Deyim,
11273,söz olmak, söz olmak söz,dedikodu yapılmak veya bir iş hoş karşılanmamak.,söz,Deyim,
11274,söz sahibi olmak, söz sahibi olmak söz sahibi,bir konuda konuşma yetkisi olmak.,söz sahibi,Deyim,
11275,söz sözü açar, söz sözü açar açmak,"bir konu üzerinde konuşulurken ilgisi dolayısıyla söz başka bir konuya geçer, sohbet uzar, gider.",açmak,Atasözü,
11276,söz sözü açmak, söz sözü açmak söz,bir konudan konuşurken hemen arkasından türlü konulara geçmek:<i> 'Söz sözü açarak bizim oraları konuşmaya başlıyor ve âdeta gurbette bulunduğumuzu unutuyoruz.' -</i>R. N. Güntekin.,söz,Deyim,
11277,söz tutmak, söz tutmak söz,söz dinlemek.,söz,Deyim,
11278,"söz var dağa çıkarır, söz var dağdan indirir", söz var dağa çıkarır söz var dağdan indirir çıkarmak indirmek,"sözün insanlar üzerinde etkisi büyüktür; yerinde söylenen sözler işlerin yoluna girmesini sağlar, ölçüsüz ve sert söylenen sözler ise karşıdakini öfkelendirir, söyleyenin öldürülmesine bile yol açabilir.","çıkarmak, indirmek",Atasözü,
11279,"söz var gelir geçer, söz var deler geçer", söz var gelir geçer söz var deler geçer gelmek geçmek delmek,"sözün insanlar üzerinde etkisi büyüktür; yerinde söylenen sözler işlerin yoluna girmesini sağlar, ölçüsüz ve sert söylenen sözler ise karşıdakini öfkelendirir, söyleyenin öldürülmesine bile yol açabilir.","gelmek, geçmek, delmek",Atasözü,
11280,"söz var iş bitirir, söz var baş yitirir", söz var iş bitirir söz var baş yitirir iş bitirmek yitirmek,"sözün insanlar üzerinde etkisi büyüktür; yerinde söylenen sözler işlerin yoluna girmesini sağlar, ölçüsüz ve sert söylenen sözler ise karşıdakini öfkelendirir, söyleyenin öldürülmesine bile yol açabilir.","iş, bitirmek, yitirmek",Atasözü,
11281,söz vermek, söz vermek söz,"bir işi yapacağını kesinlikle bildirmek:<i> 'Vaktim yok, bana para bul, şu borcu ödeyeyim, söz verdim.' -</i>P. Safa.",söz,Deyim,
11282,söz yetiştirmek, söz yetiştirmek söz,"1) laf yetiştirmek:<i> 'Kadın, kocasına söz yetiştirmeyi bıraktı, konuk kadına baktı.' -</i>B. Günel. 2) birinin söylediğini başkasına götürmek.",söz,Deyim,
